genre,zero_crossing_rate,spectral_centroid,mfcc,spectral_contrast,spectral_rolloff,spectral_bandwidth
blues,0.04297808012093726,781.5853477927417,-7.2967367,20.275408578713105,1274.7864930345245,738.2673271250749
blues,0.04016628873771731,819.7443292387685,-4.319259,22.57257694171982,1213.3509993943067,635.2781113710948
blues,0.03749055177626606,711.6614067385946,-6.832944,19.91156862319999,1099.82889158086,648.341360880655
blues,0.03656840513983371,662.9080216479241,-6.0357943,19.120204761564786,952.9179285281649,677.5004580261794
blues,0.07809523809523809,1455.2467504764572,-0.36773664,22.774124623339937,2623.0284675953967,1276.1725972884817
blues,0.09224489795918367,1478.033413913249,-3.5234127,27.80422451001695,1929.2080557238037,1318.8356662067924
blues,0.040846560846560846,832.5256669103046,-3.075708,23.606897916377275,1045.071168988492,652.22084199587
blues,0.0910506424792139,2001.1866498834752,-3.1855528,27.23185933864439,3081.7913385826773,1152.822099595001
blues,0.10065003779289494,1553.4925339644667,-3.4988797,26.734877796912553,2568.9385221078132,1415.5219420643384
blues,0.07797430083144369,1417.5272615351003,-2.6371067,26.069155595718044,2126.8700787401576,1046.312042966245
blues,0.03244142101284959,792.3600436685509,-2.8004158,24.379335168720683,890.8146577831618,520.5637043665458
blues,0.09765684051398336,1900.7609710655838,-3.2047405,27.606370739361495,3093.1435493640215,1329.8850028169118
blues,0.07047619047619047,1703.6518387578592,-1.964142,24.63202208228517,2404.665354330709,957.635035327154
blues,0.055888133030990175,1055.542342899935,-2.5446668,22.758590388685402,1443.0663234403394,835.5850522644689
blues,0.0327437641723356,809.2232281685112,-3.6841507,25.17838355390938,921.5324046032708,482.6514183221911
blues,0.05652305366591081,926.8851910717004,-1.440445,20.404437990414078,1491.1462749848577,878.7775411358966
blues,0.03348450491307634,792.0059202683537,-1.3887024,22.17404423946394,1153.9188370684435,538.8572358673665
blues,0.06784580498866213,1381.660773021838,-0.6554115,23.089142470658963,2192.3122350090853,1050.715909877031
blues,0.0490249433106576,967.2597031266281,-0.15696736,21.089857623326335,1388.9763779527561,818.4579162866282
blues,0.04382464096749811,945.1876905765375,-1.3747408,22.330462053922343,1366.2719563900669,630.351996171257
blues,0.07142857142857142,1433.224703954196,-2.7847157,25.01395717767225,2348.5720775287705,1067.5062101448725
blues,0.03511715797430083,873.3728948266663,-1.1656045,22.248846997804407,1161.2643852210783,566.9256619404655
blues,0.04311413454270597,971.2169363804926,-2.0842786,23.172706457692893,1308.8431253785586,614.8613041533689
blues,0.07749055177626606,1491.0023432709509,-2.7491424,27.40749240789589,2324.5321017565116,1163.661661960316
blues,0.02708994708994709,731.1597490975781,-1.5860168,22.961585870598324,857.4258025439129,364.53400298118913
blues,0.06639455782312925,1463.539595016795,-0.9185099,24.481596035812082,2176.285584494246,910.4223743985341
blues,0.06628873771730914,1138.1555123055514,-0.04542349,20.993361592067274,1751.5793458509993,1009.5851672606054
blues,0.03797430083144369,995.1340814981537,-3.2418468,26.828942074793915,1483.1329497274382,716.6998315962701
blues,0.025684051398337113,516.2774205848317,-3.4122407,20.7886421765012,936.8912780133253,530.8044691583981
blues,0.024625850340136056,455.56279686845556,-4.286334,21.045289390391353,876.1235614778923,465.899634596481
blues,0.0656084656084656,1376.8037675384933,-3.3826818,24.73419621346237,2281.1265899454875,942.4563714390441
blues,0.04674225245653817,981.1694505155833,-3.9095516,23.987631584100964,1593.3161720169592,758.2979076179223
blues,0.04835978835978836,1179.7784107656908,-4.0657897,25.3981714789803,1912.5136281041794,842.3161036994094
blues,0.039969765684051396,861.0860627757226,-4.3133855,23.483164834431754,1287.4742580254392,676.7364604615069
blues,0.04837490551776266,963.2510933252429,-3.7129207,22.956949789129183,1634.7183525136281,866.9825753914697
blues,0.05108087679516251,935.5541959887923,-3.3695238,22.200297122560116,1528.5417928528166,836.0414163660556
blues,0.06260015117157974,1334.6298150625819,-3.219357,27.832324301342766,2091.4778921865536,1070.875775356117
blues,0.03833711262282691,698.5620537589313,-0.46651235,20.077117059969652,1084.4700181708058,633.9908332957712
blues,0.08967498110355253,1764.8947065677028,-3.3848891,25.22523531083927,2960.923682616596,1316.0042295172047
blues,0.03413454270597128,678.6680161340892,-4.2777457,22.201160732584214,960.2634766807997,540.7020696153493
blues,0.0818896447467876,1942.1358412984862,-3.6029034,23.86470689681411,2841.391580860085,1068.8052765125744
blues,0.06695389266817839,1599.0827475287708,-4.288154,26.252354299544926,2430.040884312538,985.9851946844293
blues,0.05162509448223734,1188.5836614220282,-4.083554,23.298750729527992,1769.6093276801937,798.5070173172683
blues,0.07191232048374906,1519.268651558572,-3.699388,24.912990223195788,2470.107510599637,1145.2022138916345
blues,0.07674981103552532,1589.8256140448686,-3.28254,23.690058111065564,2576.9518473652333,1198.2323089515335
blues,0.05127739984882842,1388.2039141434893,-3.463788,26.882947953660068,1861.094791035736,785.533554304092
blues,0.03167044595616024,718.3589365879477,-2.9921958,20.87320198747145,976.2901271956391,500.77233234414274
blues,0.082010582010582,1866.192860776906,-4.1961713,28.115923156576336,2679.78952150212,1095.916033558735
blues,0.05236583522297808,797.176204665996,-0.4222022,19.22686653150437,1242.0654149000607,783.1539817352328
blues,0.0653968253968254,1492.8095811234975,-1.4127836,24.4120402964019,2588.9718352513623,1197.1171753191443
blues,0.06946334089191232,1489.8480620277733,-1.884781,20.802784087555022,2375.2831617201696,966.6136558088477
blues,0.0508238851095994,1172.4650482621194,-3.2298806,22.158525227110708,1724.8682616596004,815.8672044871438
blues,0.09333333333333334,2135.5178638575876,-2.3264124,25.140942181758746,3381.623258631133,1312.3403161295112
blues,0.056704459561602416,1143.424789408505,-2.9214287,22.070264213598747,1825.0348273773473,884.7987086217577
blues,0.04429327286470144,970.3546523217955,-2.9689744,22.28602308099188,1560.5950938824956,815.6896026984246
blues,0.053771730914588055,1128.6339202368788,-2.2826767,22.284577552552754,1670.7783161720172,915.6720172141344
blues,0.03794406651549509,779.6226528221842,-2.7284954,18.779633512469598,1110.5133252574199,616.9180279770808
blues,0.07989417989417989,1800.4251552752692,-2.5712836,26.078503815746153,2844.73046638401,1175.4895016168396
blues,0.06273620559334846,1589.2806789446026,-2.2310927,22.232942365814814,2365.93428225318,863.8408225978411
blues,0.07136810279667423,1106.035192450194,0.41720796,21.513304848738393,1849.7425802543914,970.9780523667686
blues,0.06046863189720333,1062.2637976725173,-0.37874877,24.876838582988544,1665.436099333737,1073.191206114954
blues,0.03177626606198035,684.4179129679823,-2.1084485,21.13111398222426,1010.3467595396729,596.9525836318425
blues,0.06517006802721088,1252.5107520013282,-1.2886385,24.858155324561924,2088.1390066626286,1167.328253661191
blues,0.04049886621315193,879.5658418919958,-1.9240876,22.889762545650445,1281.4642640823745,705.9468510543843
blues,0.05801965230536659,1172.5128248152328,-1.552662,26.02274532115571,1743.5660205935799,1026.3546876481655
blues,0.0382464096749811,857.6646181920228,-2.2062042,23.05633236703493,1381.630829800121,706.1955476785394
blues,0.06441421012849584,1212.5417281685038,-1.8840896,24.85655982613158,2040.7268322228952,1095.2987337143804
blues,0.03198790627362056,744.8460510579431,-2.7689042,21.222773205551306,1167.942156268928,601.2956268047246
blues,0.059319727891156464,1083.1413982117217,-0.16566275,24.496305940308037,1884.46698970321,1212.3688535197714
blues,0.034074074074074076,806.2490637796363,-1.5868393,21.922481787153306,1238.0587522713508,646.7685227057495
blues,0.05975812547241119,987.585079495708,1.3231248,23.044705480920086,1622.6983646274984,912.9048895340352
blues,0.037505668934240365,662.0955200596804,-2.3206656,20.29802026956882,976.957904300424,554.0171132018452
blues,0.0910506424792139,1587.5085440314133,-2.1181915,23.673814240049715,2741.892792247123,1282.6848858295346
blues,0.05965230536659108,957.0917509079472,-1.973309,21.035504724178363,1630.7116898849183,908.0273457143275
blues,0.04030234315948602,664.1927359238156,-3.147618,22.85652752610689,1074.4533615990308,596.6377319404451
blues,0.040272108843537414,547.712019019188,-2.1311462,18.488721537109253,868.1102362204725,649.2555671428893
blues,0.07475434618291761,1549.9055497587594,-2.3706908,24.903981123504664,2221.6944276196245,982.2663946512988
blues,0.06931216931216931,1289.6352401231456,-1.855616,23.061442715686166,2053.41459721381,950.3419230028418
blues,0.0418442932728647,1208.9623950921482,-1.5990956,23.487653101558465,1500.4951544518476,514.0945834439165
blues,0.05194255479969766,1349.9339652323147,-2.0760355,24.906132259867277,1878.4569957601457,767.152779402289
blues,0.05558578987150416,1403.360554497677,-2.3043423,25.203583180457805,1810.3437310720776,605.7273405361412
blues,0.04766439909297052,870.2147520148123,-0.3597248,20.514992116930024,1447.740763173834,828.1338061198337
blues,0.05374149659863946,1351.5601701334565,-4.0618086,24.432829498805965,1901.8291944276198,810.0269516063998
blues,0.032517006802721085,791.4607649132626,-4.3053803,23.08910911316404,1111.181102362205,484.28104072988396
blues,0.07053665910808768,1845.9224109902204,-2.2684202,24.434188620398285,2647.0684433676556,985.0267142018357
blues,0.07381708238851097,1922.8858308861277,-2.145411,24.32291503665502,2582.9618413082976,990.6927728341014
blues,0.034572940287226,800.4377896751174,-4.033457,23.115144304716686,1097.1577831617203,541.7464820874671
blues,0.02813303099017385,724.5736091731821,-3.7163177,22.32231531975383,1081.1311326468806,508.4555199543844
blues,0.08288737717309146,2178.188345913237,-2.0524504,24.53853623800304,3107.834645669291,1145.2973602707998
blues,0.06099773242630385,1598.0711358705603,-3.5994377,24.18026634865514,1965.268019382193,773.5014666557045
blues,0.040529100529100526,943.2404081978045,-3.3158598,23.17102263973351,1457.7574197456088,655.7808178645244
blues,0.11197278911564626,2101.923196703434,-3.1781828,27.037029472454016,3861.0872198667475,1730.6261208817475
blues,0.07891156462585033,1605.8601198560693,-1.8391553,20.89260041968755,2772.610539067232,1274.7007555343678
blues,0.060347694633408916,1402.9250274537578,-3.165477,23.482610329479172,2111.5112053301027,923.4633503006108
blues,0.04999244142101285,1051.0586305242691,-2.4359539,20.797056571937407,1624.0339188370685,801.5532782653479
blues,0.044595616024187455,1032.2212191783071,-2.7621686,21.587349586117035,1549.2428831011507,764.2142927950636
blues,0.055479969765684055,1032.8699416327702,-2.939793,21.252856977427697,1532.5484554815266,890.8544302938108
blues,0.043507180650037794,862.980709855046,-2.8330994,21.351297897099794,1244.0687462144156,690.8381056154906
blues,0.0400302343159486,883.4909354132034,-3.1826308,20.632884575534792,1254.7531798909754,647.6434123062486
blues,0.0673620559334845,1602.0220481580268,-2.5854805,24.09529341256535,2483.4630526953365,1015.0397291597035
blues,0.05617535903250189,1353.2601495247568,-2.81324,21.99696742277848,2036.0523924894005,846.9015681897112
blues,0.04149659863945578,840.2945746936182,-3.0213556,19.67860375052154,1342.8997577225923,699.600342107009
blues,0.06754346182917612,1590.0579417508816,-2.085498,23.049348603762862,2305.834342822532,948.462030878312
blues,0.05986394557823129,1326.2334662094431,2.078421,21.19968302481745,2416.0175651120535,1148.251545891296
blues,0.047165532879818596,1004.5791172842075,-0.38268086,20.329126776665298,1584.6350696547547,745.4498064449505
blues,0.05262282690854119,1357.5945030448918,-2.4935935,26.477715062281067,1970.6102362204724,788.9196126366401
blues,0.06093726379440665,1372.7780570999334,-3.2535205,27.947730164629288,2144.9000605693523,920.5675411761569
blues,0.026273620559334843,664.386013372688,-3.128555,20.578470788659672,957.5923682616595,463.2336701214003
blues,0.08640967498110355,1577.0148758593252,-0.1621459,23.812294173842808,2675.78285887341,1200.4084601665197
blues,0.0527739984882842,1034.8095503434176,-1.0301062,22.108818025883725,1750.9115687462145,913.6840305259391
blues,0.0145275888133031,365.6808803940103,0.8654421,16.997275108268887,502.1683827983041,355.5148788649806
blues,0.07856386999244142,1502.8087962493485,0.005950552,25.960275030811665,2316.5187764990915,1147.7825760694593
blues,0.04574452003023432,1038.9948671623567,-0.867814,23.065336064009063,1716.1871592973955,887.4944921140968
blues,0.014663643235071806,360.95439015563846,1.0121818,17.04345671387046,518.1950333131435,364.31794365152075
blues,0.07493575207860922,1528.6451501469035,1.577007,21.58122864090907,2833.3782556026654,1315.8121539727958
blues,0.02418745275888133,585.5263300677188,-0.93652815,19.80859716995116,964.2701393095094,526.8894537543134
blues,0.05658352229780801,1034.9282269029625,1.4403099,21.10172581723796,1658.7583282858873,832.549782193774
blues,0.048964474678760396,987.6688069445546,-0.99613065,22.801894783572212,1607.3394912174438,790.7675478715968
blues,0.051882086167800455,1040.941408534789,-1.6347104,22.3993105696701,1911.845850999394,927.5735247307441
blues,0.048238851095993955,1007.713388376902,-0.26284772,24.23323935774188,1729.542701393095,856.0623142723207
blues,0.10104308390022676,1904.3070163021364,0.15096867,25.10310377732218,3061.7580254391273,1292.613814851951
blues,0.06284202569916855,1507.289879298263,-1.1699963,25.573180775016287,2241.0599636583893,968.9426629818798
blues,0.031352985638699926,724.5059280577891,-0.41331166,20.209075740274663,1137.224409448819,575.7476589162394
blues,0.07529856386999244,1580.9581997536545,0.4259268,24.90506257765108,2635.0484554815266,1139.1733248177704
blues,0.08610733182161753,1598.9622367961306,-0.29263198,26.170898162984756,2800.657177468201,1336.3470657421515
blues,0.06580498866213152,1449.9868093714372,2.8580139,20.728715778161448,2644.3973349485163,1226.8921798942536
blues,0.040589569160997735,928.2377693480663,-2.6726918,22.551104877793136,1398.9930345245307,681.0894976152326
blues,0.04615268329554044,1144.5557334385676,-2.0771387,24.53342776166351,1800.327074500303,796.7555312322482
blues,0.07114134542705972,1659.8709481242634,-2.7320693,26.281505813912833,2666.43397940642,1113.3759602541206
blues,0.059213907785336355,1312.5637342852826,-3.1719291,26.534673959579504,1790.3104179285283,885.3320339416119
blues,0.03464852607709751,844.7472168578483,-2.8770945,22.06636207609776,1121.1977589339795,539.2538488537939
blues,0.05386243386243386,1146.8433282812975,-2.45398,24.452729986109684,1810.3437310720776,982.5102996764026
blues,0.07910808767951626,1660.2782762816605,-2.193887,26.205921665442368,2622.360690490612,1174.3943967469359
blues,0.03897203325774754,888.0217736764265,-1.1153708,21.349543661660693,1147.2410660205937,603.3354628983514
blues,0.05909297052154195,1462.7682520355138,-2.4487822,27.18974146138899,2217.6877649909147,999.0667151959653
blues,0.042630385487528344,781.9474003536881,-2.847433,21.49901456440101,1134.5533010296792,722.5556806553118
blues,0.07747543461829176,1460.4366015485277,0.6027708,20.835825858493884,2749.238340399758,1314.8278404988487
blues,0.07245653817082388,1600.5482528443501,-2.879245,29.50556867983218,2665.0984251968507,1211.249714332014
blues,0.05678004535147392,1412.2696797786025,-3.5245278,29.629844098107696,2404.665354330709,969.7409107870458
blues,0.02526077097505669,706.2117580598759,-3.6568832,25.04851721788155,919.5290732889159,389.7623895965736
blues,0.03015873015873016,645.2607179460342,-3.727556,23.203309969643886,894.1535433070868,466.6377922396704
blues,0.05000755857898715,963.1791756962717,-3.3726315,25.247129876770327,1686.8049666868565,853.121325201918
blues,0.06767951625094482,1194.52110930438,-2.7931976,27.51237017255462,1615.3528164748639,1074.1917635249058
blues,0.03127739984882842,614.7697635988169,-3.7062414,23.047032010699898,822.033615990309,487.95477660701556
blues,0.03071806500377929,678.6566734650586,-3.392751,22.789444963446893,950.9145972138099,486.8893150505753
blues,0.05729402872260015,1162.83936454475,-2.879589,26.535833320503528,1726.2038158691705,960.5167317852622
blues,0.051776266061980346,857.9960145749325,-3.4280536,26.28417928282755,1147.2410660205937,775.8183377020893
blues,0.0745275888133031,1452.275804527213,-1.1867437,21.915711944665155,2484.798606904906,1275.3632866885903
blues,0.031186696900982615,667.9542508158871,-1.1128445,21.466998829179794,892.8179890975168,505.3339348490997
blues,0.07306122448979592,1670.3156175347058,-0.81278396,27.514354441100366,2623.0284675953963,1148.619098565675
blues,0.03330309901738473,681.2074695637754,-1.770508,22.24074309145501,988.3101150817688,568.1163404226263
blues,0.030355253212396068,633.5883049805145,-1.5680919,21.73260605849419,915.5224106602061,513.0522641564845
blues,0.07694633408919123,1526.1669350278403,-1.2863455,25.031850916646423,2413.3464566929138,1177.9266374614904
blues,0.05927437641723356,1213.992037485925,-1.4141142,23.045583678574655,2156.9200484554817,1068.6704582563937
blues,0.0399848828420257,792.3384902550814,-0.7479925,22.236617337486532,1131.882192610539,690.8598662953959
blues,0.0782766439909297,1518.301984228294,-1.4370278,26.114336085736657,2664.4306480920654,1215.9904207944628
blues,0.05396825396825397,1105.964562152936,-1.0577369,25.067757455445623,1694.8182919442763,859.1747899392418
blues,0.04139077853363567,738.0385751482236,-0.6822639,20.80225716187104,1125.8721986674743,695.846431269853
blues,0.07850340136054422,1945.9813121118152,-0.7769054,21.30955653091913,3300.1544518473656,1315.0531265222817
blues,0.028117913832199547,530.6109944861893,-3.6412373,23.26849298474036,706.5081768625078,461.44835162635536
blues,0.06943310657596372,1564.0713906971573,-3.2259502,26.276626483911752,2412.0109024833437,1059.553552959728
blues,0.056659108087679516,1194.344437714625,-4.286429,25.480968241329084,2106.1689884918233,942.0604917847231
blues,0.04666666666666667,837.2694522168777,-3.4197614,24.669539597664215,1197.992125984252,825.7051903595395
blues,0.04293272864701436,712.3159588448408,-3.4165235,24.214803037854622,1021.0311932162329,706.8656468206281
blues,0.06335600907029479,1232.9213853432132,-2.7862492,26.967053769980424,2033.3812840702603,1035.468223211109
blues,0.057369614512471655,1382.746388068527,-3.897891,26.141161253272667,2083.464566929134,870.9988354705388
blues,0.037248677248677246,811.646602327568,-3.017174,24.058877754481372,1136.5566323440341,635.6172609394657
blues,0.050854119425547996,1052.9420816527065,-2.7998478,25.181554441489023,1386.9730466384008,801.8332399459715
blues,0.06777021919879063,1714.494346885457,-1.4564376,29.756529084868628,2369.2731677771044,847.6866807478641
blues,0.07915343915343916,1781.9827882634381,2.325364,21.22307518047507,3240.7222895215023,1412.6700203028513
blues,0.05417989417989418,1230.7695526045936,-3.5249152,28.810204971331245,1831.044821320412,978.974577212654
blues,0.04418745275888133,839.8563597201073,-3.4591281,26.49142281102299,1231.380981223501,702.7682285183225
blues,0.08535147392290249,1423.4453736086564,-2.8607075,27.73698771075495,2818.687159297395,1315.4605793064989
blues,0.09297052154195011,1961.4021523499923,-3.7397866,31.33739170942412,2816.016050878256,1283.9537775865672
blues,0.09106575963718821,1889.5511880779159,-3.493469,27.48015269322371,3257.4167171411264,1461.6622536587297
blues,0.04834467120181406,1156.076216955126,-3.1954024,26.544356099061414,1805.669291338583,926.8536862066297
blues,0.03067271352985639,654.3201759346289,-3.091299,28.159783077666393,885.472440944882,578.2977870729718
blues,0.08693877551020408,1805.5433143645225,-3.6879065,28.427422414004113,2944.2292549969716,1242.809744051498
blues,0.11417989417989417,1887.020766327219,-4.3468013,30.406843997231075,3487.7998182919446,1618.0922772413319
blues,0.07715797430083145,1740.4089293136778,-5.3452616,30.091180195388237,2367.9376135675348,1134.0569785111466
blues,0.0910506424792139,2016.0967174461537,1.5974587,21.879520859857436,3610.003028467596,1523.2522892172242
blues,0.07436130007558579,2051.77310583325,-3.5298934,28.686635955796778,3181.290127195639,1188.4629587882198
blues,0.053318216175359034,1607.9333320890087,-4.2697797,28.462793208135142,2320.5254391278013,858.9557232710621
blues,0.029962207105064247,708.5332504562953,-4.3193154,21.414696373518797,910.8479709267112,461.9205592668416
blues,0.05903250188964475,1248.8171248515207,-3.7984226,25.499452711637574,2088.8067837674134,1045.6935957761298
blues,0.06338624338624338,1241.9178685339687,-3.978071,26.40773140452224,1928.5402786190189,1110.5995568183291
blues,0.029659863945578232,660.0364181254739,-4.2712884,21.319306818233468,872.7846759539675,449.106742993783
blues,0.03625094482237339,899.9373296418422,-3.7710867,23.02131926707407,1298.826468806784,649.4155561526145
blues,0.06119425547996977,1327.706159163575,-3.9766707,27.84578739776497,2032.0457298606907,1101.0301789593404
blues,0.0418140589569161,846.3691724446799,-4.5632896,24.299240118140894,1093.1511205330103,704.3062011887291
blues,0.03207860922146637,724.9689108544616,-4.553348,22.585829647447415,900.8313143549366,475.9146288602702
blues,0.0837339380196523,1837.5824343725521,3.1828892,20.348403350677224,3396.3143549364027,1429.3914422289513
blues,0.048495842781557066,969.9020326365295,-8.334277,28.032525808263728,1204.002119927317,629.7943939261058
blues,0.06297808012093727,861.4680087490491,-9.90974,27.18924573312825,1330.8797698364629,678.8083860558444
blues,0.03557067271352986,734.9903051339983,-7.959325,26.222732064234656,1011.014536644458,551.1244354050999
blues,0.06090702947845805,1135.1711604686307,-9.408783,29.864309356154127,1506.5051483949123,671.7900446942585
blues,0.060241874527588814,770.3442867806431,-7.956657,27.6897505151466,1107.8422168382797,734.1411173839812
blues,0.07587301587301587,833.9163914324348,-8.663802,25.96281338964134,1255.4209569957604,872.7269381567348
blues,0.03783824640967498,743.7093482820598,-7.8234563,27.95863059872309,1053.7522713506967,611.9702741510764
blues,0.043250188964474676,754.0777243268607,-8.77111,27.482049476345736,1119.1944276196245,700.9281617538543
blues,0.0636734693877551,1277.014849164467,-7.146325,30.678920990861407,2007.3379769836463,925.3379626907616
blues,0.04081632653061224,897.8106375034714,-9.284681,29.32472327162639,1338.2253179890977,668.406778761119
blues,0.02492819349962207,534.6089808466663,0.18100494,20.037409464042753,899.4957601453666,569.7657674010513
blues,0.02813303099017385,760.3950369403846,-11.963077,31.03462626368673,983.6356753482739,478.263717603053
blues,0.053167044595616025,788.3754736899444,-9.484581,28.29286626192425,1088.4766807995154,687.2671793982627
blues,0.05043083900226757,980.107399138211,-7.4827075,27.043737741370272,1549.910660205936,770.0042316333045
blues,0.04518518518518518,701.3667861035576,-6.872031,25.268483770476745,1044.403391883707,645.1291118189793
blues,0.041965230536659105,681.0419712207045,-6.980598,26.756246636276927,1059.0944881889766,531.9474721396792
blues,0.033862433862433865,644.1973547438193,-7.339402,27.448200555248906,991.6490006056937,523.1332109062948
blues,0.04158730158730159,872.5857412082386,-8.262547,28.13602591500583,1296.823137492429,667.23904412512
blues,0.03736961451247166,640.3736796107085,-9.060934,27.442075818811542,848.0769230769233,477.94134689561025
blues,0.030098261526832957,872.7112605780757,-9.350132,30.67155210672278,1175.9554815263477,560.7494315195764
blues,0.032426303854875285,846.4920954836832,-9.788916,29.573030085633533,1127.2077528770444,556.8312625617426
blues,0.03244142101284959,629.5187692817916,0.49380895,20.88581050118418,1093.1511205330105,693.2231784385921
blues,0.04049886621315193,933.1860683539927,-11.303747,28.180825512922546,1274.1187159297397,511.153955440806
blues,0.051201814058956914,757.6776777867118,-10.824913,25.2205531646818,1097.8255602665054,656.2159334334319
blues,0.04025699168556311,932.8018273836152,-9.122117,28.00142737730396,1317.5242277407633,527.7454693555097
blues,0.03712773998488284,728.5956800885494,-8.962139,25.939758163282193,1049.7456087219866,506.4846190898266
blues,0.03702191987906274,940.9189885639007,-9.893798,30.643758933409764,1409.6774682010903,535.2326262160974
blues,0.04133030990173847,877.1763097298215,-8.476939,29.575786195019393,1204.669897032102,615.782784515112
blues,0.062297808012093725,974.3693290154102,-8.70036,30.925044632524685,1360.9297395517867,779.1721927843312
blues,0.048027210884353744,1039.4826907380364,-9.34122,32.74032347958654,1778.9582071471837,950.9470492063724
blues,0.038140589569161,772.678051750725,-9.340102,28.306066278669075,1148.5766202301636,588.3813358142694
blues,0.03421012849584278,758.5593031330816,-9.504408,28.465137246921383,1070.4466989703212,566.4464941581085
blues,0.02854119425547997,633.2997110307668,0.30589113,20.153333877990544,1108.509993943065,708.8289113344698
blues,0.02666666666666667,683.0252365131122,-8.693065,27.31994984495792,974.9545729860693,492.87147646140033
blues,0.03874527588813303,751.8721651102082,-9.725797,29.704358656020702,1154.5866141732286,591.743144985627
blues,0.020317460317460317,500.384556858481,-9.9353895,25.039261210777205,635.7238037552999,322.002244757382
blues,0.04054421768707483,958.4708308263048,-13.406503,32.68924808228539,1409.0096910963055,756.5785660180081
blues,0.06662131519274377,950.7046673883989,-12.511524,28.402761027633947,1305.5042398546336,688.0688282590897
blues,0.06689342403628118,764.1392715395087,-10.113955,26.829528126749633,1169.945487583283,676.712084228693
blues,0.026470143613000756,574.3178032738979,-10.646416,29.12773598857926,781.9669897032103,461.1022066275812
blues,0.03343915343915344,710.4174009299297,-13.290697,28.116851378552465,1017.6923076923077,573.4671213772351
blues,0.03736961451247166,583.5961711704126,-16.581516,27.13029529781405,738.5614778921865,467.34035151386405
blues,0.03738473167044595,986.7414518821996,-15.275505,34.19779072658087,1471.7807389460936,639.6044567870957
blues,0.034467120181405894,624.6181643196404,0.6541226,19.712066808966714,1153.2510599636585,726.001514905714
blues,0.029916855631141347,730.4106026704209,-7.8578396,29.89251414304565,960.9312537855847,437.1353641639535
blues,0.05889644746787604,906.6989306355784,-10.506933,28.962774169280866,1429.7107813446398,767.7856983418637
blues,0.035404383975812546,627.6965912158471,-11.5820265,29.06918115442707,830.0469412477288,463.18718034622833
blues,0.044746787603930464,964.1362884516878,-11.062773,33.043638269752655,1483.1329497274378,712.2078283832664
blues,0.03377173091458806,740.6536502559352,-8.847265,28.849310179878984,1058.4267110841915,502.18521617959743
